132841065171224690972205094635228679072	de	neutral
138403684327096156994643593987079854439	de	neutral
50368858694337834107566971578294842045	de	neutral
152360353826508439184785599066844192624	de	neutral
89585052238549432595198038262761029047	de	neutral
176986653732125610948334240910380098487	de	positive
45487244723677822835992401588366971865	de	positive
170170404478254803368132117064937881267	de	neutral
215465747201566097939502006368659074852	de	neutral
148851003442111066399255338475121195273	de	negative
200439744900408224280806141116849673495	de	neutral
288896830714925361510994514931425511744	de	neutral
232210228777715323447915392895860321453	de	positive
337994581591149434314138467438564259449	de	neutral
277172392144219262975574127814908260812	de	neutral
15201169560703629367777905985486933397	de	negative
303397892910120374427734681858962321770	de	positive
57204145354551403904487757788167095764	de	positive
12211563589314319344033760281835456770	de	neutral
116615745458404849715111000204721382080	de	neutral
40903613284213983438506909149261037378	de	neutral
209496963105147870939023183596971307390	de	negative
199737936984112554613880350522747878540	de	neutral
142239713750014478421116942526549141651	de	positive
267710574748834821960656522243366479268	de	negative
220107875778157787257737568474959074234	de	positive
171033498826017036946763272864541749671	de	positive
296323668822714261393339235740860909180	de	neutral
303870881569237331821157130317055457331	de	positive
182825338683834879287319432649044187291	de	negative
270270146525300125956591521508283483522	de	positive
138506554780040400756923743956147929848	de	neutral
44734403632162151852080445298119808843	de	positive
222956472755440005483700667355234042574	de	neutral
259562655142207233134601959025783662630	de	neutral
298618949628566419668297815986407095969	de	negative
277986808002652875457145838358392143985	de	neutral
282019534266453158025780610477488352712	de	negative
120537085157866290334182976049785413302	de	neutral
183860851334342101050556224962985620550	de	neutral
214425410656072131625245014926511313469	de	positive
269193128050859106136909514661064028038	de	neutral
118057637005498536023971658723527175120	de	neutral
130777774327613924134947500248389584299	de	negative
293028340357245358974968914024499809561	de	neutral
126922269933767229130698009688188075265	de	neutral
161101030265219681957489131126379751019	de	negative
139775877604752590725568061607025957074	de	neutral
115514624723800359381567769005980997512	de	neutral
136299473827933346544063254637645231437	de	neutral
187444865388683793682612801130332017551	de	negative
147665594430921128431054674198486075092	de	positive
331980640224379206073972068128564789904	de	neutral
169130987268364732185480762201220840730	de	positive
48586094512584932024429576593858962264	de	neutral
24313597351534871370103189651552809125	de	neutral
317460543206483944089364525578158737607	de	neutral
177454671894743269756907690269834612804	de	positive
67000682074861122731133247021227242950	de	neutral
7719113438238307448638557529151488199	de	neutral
261078069057382491392193695767926891940	de	positive
332710851875807737343320463538587974448	de	neutral
221775902600575083817198029596325311641	de	neutral
211157583818137498558732023935775876929	de	neutral
200635139755793120864670481838540537363	de	neutral
256887250614428741800501550287002148085	de	neutral
231295311614340091765171786856822900491	de	neutral
104228623431883562678815010558776898402	de	neutral
298210586791908030872646261358522528619	de	negative
108614977678441039564162849220931109245	de	neutral
41560114258950220605409492953037715784	de	neutral
126542340490419822026524588323311797255	de	positive
336629128534205861869394455281297657571	de	neutral
41423305429268228525361850421900144219	de	neutral
52781070339933069819807318854086577540	de	negative
138413734614206194848387904106962405227	de	positive
274511261770244394084032183260752553343	de	neutral
269008455778316960194374575200548734054	de	neutral
339608385536244251197602233193922450540	de	positive
194516871266496834416105250273432924995	de	positive
88447966247564943559563995876996566464	de	negative
254658652151028630327999537591113704113	de	positive
186190560734798440325728570650172887280	de	negative
92547200070848743517426628215077062623	de	neutral
88919842930563217299807464984907643203	de	neutral
28765021972643173363672029447217968184	de	neutral
94360424010874097032922893176216781783	de	negative
61997851739722326946895260280153601659	de	neutral
37459085304244704503533800975253424567	de	neutral
242612553803366743664450905030337100847	de	negative
204903729101675152160073300281295083226	de	neutral
221759952317686713503456651590407917846	de	neutral
215942107450012766746868269740062725231	de	neutral
321657606453588771251078922283853215571	de	negative
100346166637325688194683989059688365639	de	positive
207611439128028536123565322118531621399	de	negative
95883679377578251988295827575052403384	de	negative
59287749869306077087166487981287173809	de	neutral
66454028505738696451697659566656624958	de	negative
187478449638717520271376861401791091064	de	neutral
90110519541123687127744164121780237711	de	neutral
317718394772821646500795014586886858142	de	neutral
131333691444603290228420390907042719772	de	negative
191639360054315934074900739479320715997	de	positive
156031683940595621270777731036197130318	de	positive
138282436302071184213785466380596481015	de	neutral
323261339702444338383578497572252660793	de	positive
139081887285639347864728204915502693773	de	neutral
18210363441859083414889573967504004581	de	positive
18894947547791267900280764801914749781	de	neutral
319479573508346761250571764983695063972	de	neutral
213791609936763863904843523356254286229	de	negative
100268052957560470660805217286852464466	de	neutral
172372592099217975749616727151305507387	de	positive
101605252304015271607824012252939754623	de	neutral
185247040554594830859657107309564884659	de	neutral
312340898534895965408503560496209591934	de	neutral
